collected_frames,grad_contrib/shaping,grad_contrib/legacy_joint_vel_var_penalty,grad_contrib/legacy_joint_angle_var_penalty,grad_contrib/legacy_track_vel_var_penalty,grad_contrib/legacy_roll_rate_penalty,grad_contrib/legacy_pitch_rate_penalty,grad_contrib/terminal_bonus
262144,-0.49831717969905415,-0.013479793485195238,-0.21865475347905955,0.023171426187835416,-0.0800643331058789,0.08741568098947228,0.07889683305350448
393216,-0.38731764660382134,0.05663876966292782,-0.11790081419804505,0.31082073227324336,-0.04477007110898279,-0.05815483376009082,0.024397132392888838
524288,0.4964803254905244,0.016347651983907568,-0.3608945994321951,-0.0016382165003882797,-0.07090820058458652,0.05373100600839816,
655360,0.3591436897546908,0.0133598858362058,-0.47585543101939876,0.03238797640618625,-0.08501415804810661,-0.026734524565395698,0.007504334370016063
786432,0.5071353879785206,-0.008879859078146864,-0.3987258817075582,0.03952297122683773,-0.017148205129377276,0.016229099636923976,0.012358595242635292
917504,0.4031587102138715,-0.00046316206669699253,-0.2898002692472997,0.04857654821118456,-0.12704937482012996,-0.08366955365628741,-0.04728238178452986
1048576,-0.034281989819000755,-0.004309703255882583,-0.6941453138793908,0.05762477103745047,-0.051524898061944616,-0.13937475032614025,-0.01873857362019053
1179648,0.22406326012819536,0.02518529070908349,-0.6276429587121519,0.04376114525820034,-0.017749640703573617,0.006538290742058899,-0.05505941374673641
1310720,0.6385327121114766,0.004865717672478113,0.1920278680114249,0.0008116135916039598,0.04129073950727912,0.11901706702029953,0.003454282085437781
1441792,-0.11943717769239401,0.014951530603134294,0.066518025482299,-0.02386443034835526,0.21299910665056915,0.5622297292232483,
1572864,0.17854958153957323,0.0002542127270150557,-0.7695287142730727,-0.022458350229942824,-0.023712173608901627,0.005496967621494552,
1703936,0.1134873362355181,0.023804105731044793,-0.7196064370866617,0.00981903830306501,0.048711553033054016,0.08457152961065634,
1835008,0.2792587190573403,-1.2172051993285023e-06,0.6171190592197799,-0.000768778283748632,0.05593225254621422,0.046016789438554674,0.0009031842491629102
1966080,0.4105855289627915,0.007854166772929338,0.09605929957705334,-0.006659836292608662,0.21793240735888736,0.26090876103572985,
2097152,-0.41222561590500045,-0.005916120440458946,0.4474376546648092,0.02316018052943222,-0.04324875158618574,0.06801167687411343,
2228224,0.3299358833819498,-0.008612375032858489,-0.48830295058753187,-0.0021403793796651916,0.12416042530532206,-0.04684798631267259,
2359296,-0.15864410154262423,0.005271175158437784,0.572386466507193,0.011563471229815957,0.24639742712812623,-0.005737358433802716,
2490368,-0.08995058880841768,0.0037805489484680106,-0.8012565195506165,-0.02067051173883884,0.06490420468729,-0.018341347345598766,0.0010962789207702383
2621440,-0.15643392629894223,0.0015770676919813402,-0.6880269813496634,0.0026275846666633587,0.11062838417218494,0.03629807379712435,-0.004407982023440325
2752512,-0.2123331744066907,-0.007925088284129446,-0.6256572567300257,-0.0017278534240789925,0.11870561455281256,0.028629799329269724,-0.005021213272992866
2883584,-0.11284172003556493,0.04863233763772798,0.059420349601606894,-0.10158475660378675,0.5696437889863564,-0.03184793981218686,-0.07602910732277027
3014656,0.00110530929676538,-0.0011433937537098458,0.8373361895413511,0.036666618758650994,0.042745113560233174,0.03947980401232667,0.04152357107696284
3145728,0.04848871408531596,0.0004135888319131384,-0.8858325349118309,0.027572344518782477,0.02562890318216918,-0.005832627178149237,0.006231287291839103
3276800,0.4181795709386359,0.00499693108227078,0.31522826047551294,-0.023379291671715333,0.14365732932226202,0.08682122837246545,0.007737388137137583
3407872,0.33594723328367626,-0.019802652967239546,-0.01552278979818823,-0.06663276974859551,-0.1264077361831523,0.43568681801914816,
3538944,0.22231277605116748,-0.02026085833803746,-0.39592330949399207,-0.040827331166022864,-0.20126085270001579,-0.11941487225076437,
3670016,-0.045825678024317126,-0.00025976382174516897,-0.8711606444952084,0.0296771322995114,0.052994058137773026,8.272322144487069e-05,
3801088,-0.17040806223772093,0.001843172350022212,-0.7908413767966509,0.00192523413381573,-0.023223532238416052,0.006095910194068067,-0.005662712049306147
3932160,-0.33067831864444297,0.041846667523822136,0.5671911403786464,0.0031011025088412787,0.025877452915621317,0.006805718868306499,0.024499599160319383
4063232,0.10749977110620317,-0.012357845825857404,-0.8034230505338749,0.0025108065894303843,-0.01670553062398919,-0.0006710120399036982,-0.05683198328074127
4194304,0.03598860465874237,-0.016487746221627,-0.5583243104956577,0.10819558450561641,0.028144821173226635,-0.13380599478712094,-0.11905293815800895
4325376,-0.2139284943603144,-0.0175985808128839,0.10208504119188065,-0.06416550305759601,0.3035961825493111,0.25785409141587246,0.04077210661214151
4456448,0.07120720341342658,0.0023792917212198676,0.47496965625897425,-0.05670489832560391,0.1569683716138525,0.1633696663256715,-0.0744009123412514
4587520,0.11109995544785133,-0.004057163761401475,-0.6504728152815016,0.03458960061258418,-0.07390289803534729,-0.09123886465906068,-0.03463870220225344
4718592,0.5532076510325834,-0.015063215251171914,0.1923491612196107,-0.018305101833200263,0.10380503392612879,0.11643148072772418,0.0008383560095806819
4849664,-0.703644148895787,-0.011223624163715045,-0.1070778812531996,-0.0042798598124332,-0.05806885955575234,0.10890684050073139,-0.0067987858183814935
4980736,-0.3326992940511805,-0.02018259084572531,0.41188905738005066,0.020215485504145328,0.0410202746406992,0.15463875958307713,0.019354537995121893
5111808,0.6912434585202746,-0.018838971563167797,-0.20357154296221325,0.003088020256079327,0.041774592155128715,0.02372042370257034,0.017762990840566057
5242880,0.5472528716697106,0.013691839734438308,-0.2438803017244547,0.11385069359952148,0.0279100554648237,0.0435008798935196,0.00991335791353165
5373952,0.4033971626436014,0.016221441167992543,0.020337753137529276,0.04025462445760834,0.20622692784285998,0.19139960812308224,-0.1221624826273262
5505024,0.49846049585944247,0.00020256380095932778,-0.05976676475737131,-0.002361803051928073,-0.04512588067876475,0.16541692669471256,0.22866556515682152
5636096,-0.04945797616087034,0.07862131404711625,0.25778209250493794,0.0839988264961702,0.13436020275155067,0.2666723909797014,-0.12910719705965315
5767168,-0.2068566029135995,-4.897598377754359e-05,0.18872981251537785,0.07096259030292323,0.09011485651539107,0.4432871617689308,
5898240,-0.3714914305868181,0.20308697262441164,-0.023606098015419706,0.21159480362314353,0.012625722104859998,0.03994620558091509,0.13764876746443191
6029312,0.8069137557959001,-0.009447835952434716,-0.0366305192332147,0.006406960485968062,0.08245734543356374,0.048636567886593575,0.009507015212325094
6160384,-0.646097150630132,0.0008400369366477065,0.25276280165469556,0.007227294138431253,0.007018500507409705,0.08292973054103224,-0.0031244855916516072
6291456,0.4117701941265648,-0.018373807688221864,-0.27780933503447364,-0.028884255851015603,0.0034737829687630432,-0.23076760678956412,-0.02892101754139693
6422528,0.5344649685421983,0.050321575458154445,-0.08424715619416585,0.09355992216283408,0.06846381575210679,0.0543449051735656,-0.11459765671697499
6553600,-0.481480933384032,0.14283493147947732,0.037136170662599124,0.015071379631012875,-0.1017784798065957,0.013062594477047641,0.20863551055923538
6684672,-0.466840081689635,-0.050978282046637444,-0.041421595158746695,0.1790479417337095,-0.07308475624045502,-0.029601921569912832,-0.15902542156090355
6815744,0.6589086732695724,-0.0008152014988796189,-0.07337391153269363,0.004069074389773164,-0.14351341690814898,0.107044510937951,-0.012275211462981186
6946816,-0.19814944201285414,0.0304144969405083,0.17972491078837957,-0.061720499852386784,0.0746251251733447,0.4553655252325265,
7077888,0.0867961034844057,-0.03624894875749416,0.09404408710214973,0.165566620489155,0.11386654000202204,0.2659643435980551,-0.23751335656671826
7208960,0.5253434654201415,0.03978403599580885,0.0003117453178802355,0.1573495210974314,0.0832563597588497,0.0556235483268112,-0.13833132408307708
7340032,0.7251932383285395,-0.018915760171199038,0.032804718340321164,-0.017956138458633794,0.10234452310091137,0.1021849029261121,-0.0006007186742829473
7471104,-0.7196998121059069,0.008590178426802195,0.0842631429154457,0.02434763904147499,0.03842047393266117,0.11571230982303148,-0.008966443754677547
7602176,0.44668439145084377,-0.00634059669897013,-0.29351317555590317,0.05385272834910109,0.0006353005022148689,-0.19897380744296697,
7733248,0.746218846914422,0.030507835485575403,-0.08220330790965463,0.030065516656824973,0.0237793118579521,-0.04579579209915027,-0.04142938907642061
7864320,-0.5290217685236,0.10858503117644085,-0.016764406512008407,0.19912915544033713,-0.024968488658518865,-0.05454458452225319,0.06698656516684164
7995392,0.44622401495457675,0.06385142086814732,0.013647457753277354,0.14076051076071688,0.0006168357830752212,0.03789345853255477,-0.29700630134765166
8126464,0.4283546485477871,-0.02396901802515534,-0.1368510757868078,-0.06179955049608291,-0.20419229329397454,-0.030346745269246397,-0.1144866685809459
8257536,-0.2736635363737838,0.05378838099919978,0.13624248671995526,-0.09163561445645434,0.07865346126983964,0.2808465698571131,0.08516995032365408
8388608,-0.11850005697649561,-0.03590074409090629,0.05166560220396543,0.6038525509351308,0.18162607429916147,0.008454971494340414,
8519680,0.414310504980325,0.04922652250530224,-0.07754493237074839,0.2692421743833774,0.08081057371378872,-0.004084872387524906,-0.10478041965893334
8650752,0.5853327020522513,-0.00884957444675903,0.13151848445356096,-0.008558643260130377,0.09748913611647143,0.1667946474951081,-0.0014568121757187994
8781824,-0.7314241491079296,0.021964950032782034,0.008082149902313924,0.030301592007353856,0.06948426496339799,0.12715228607323184,-0.011590607912990679
8912896,0.3622237452691479,0.045129155734410356,-0.365198625975098,0.03191696190740085,0.02104797010810809,-0.17448354100583482,
9043968,0.6534468244564564,0.0052350925755027715,-0.02567849124109949,0.05192027392880288,0.06896953186141352,-0.1146256396480507,-0.08012414628867422
9175040,-0.7642283063646755,0.03329678246090358,-0.03643690813690595,-0.026988002542471377,-0.0018868893935366413,0.051515956665341874,0.08564715443616505
9306112,0.5082993650847039,-0.10075245660926832,0.0195348877855022,0.05478606633484325,0.038965947248994715,0.10578992987441779,0.17187134706226992
9437184,0.366566650904412,0.014087561802151961,-0.12865601743313299,-0.06226103593438445,-0.15886277903868848,0.008715965837934898,-0.26084998904929524
9568256,-0.5622013671425521,-0.027213420418604712,0.21699153725013007,0.004978505973453301,0.026718777777284194,-0.03917036855089717,-0.12272602288707847
9699328,0.37206464482575413,-0.057075515372017986,0.05726122658973202,-0.01654996641298858,0.26192855273768256,0.20171947284976763,-0.03340062121205709
9830400,0.29625079034131385,0.09295640122610581,-0.2900871608385284,0.24115786956369728,-0.01439695453087203,-0.0516867582517958,-0.01346406524768681
9961472,0.807576407071185,-0.027472476473661644,0.002848404245067394,-0.035966716640110544,0.06512431382865555,0.059747374123910464,-0.001264307617409345
10092544,-0.6709439256823041,0.014443884021159042,0.02362951985123855,0.06177062806915686,0.02788129173825015,0.19573306263300674,-0.005597688004884573
10223616,-0.3849556916770348,-0.010302321023199059,0.23590272779030277,0.0347002293997975,0.09158137369277893,0.22653275054637836,-0.016024905870508564
10354688,0.6935194384665889,0.024017748993594847,-0.08243290938613897,-0.017105058498677345,0.055390042027932906,-0.11176674361256336,0.015768059014503615
10485760,0.6898522878377706,0.1012875343209273,0.013492572876307419,0.15571409482285756,0.003004675123867322,0.02959980863937186,0.00704902637889796
10616832,0.7264959067481767,0.10720169171145869,-0.013759036373667216,0.03925892716944364,0.0070548927241057225,-0.02329536364955987,-0.08293418162358826
10747904,0.012935429030202396,0.04606802004499389,-0.19445364022935477,-0.006220176826093441,-0.307892881892934,-0.04891000276863425,-0.38351984920778726
10878976,-0.5649086811202413,0.02415728769312772,0.11110576589129859,0.0026358810899103986,0.10655833809097941,0.18203797780175215,0.008596068312690448
11010048,-0.4943499320505483,0.04821832135492043,0.008749587524665954,0.16675562154841242,0.059689972970091945,0.22223656455136098,
11141120,0.5925038441220746,0.07933237083236895,-0.03368933423072727,0.15480749750853923,-0.03817012415544937,-0.08081907748135835,0.0206777516694822
11272192,0.5437947651723344,0.1272841045306979,-0.031317122020433255,0.10534901736254523,-0.0008969104281374641,-0.03180654979557215,0.15955153069027964
11403264,0.6212108986674096,-0.027872751779011096,0.07740937659406132,-0.03632125507552415,0.07576871328116742,0.15313291033993415,0.008284094262892233
11534336,-0.7522307753815786,0.028084937462009425,-0.004225875583983631,0.049796437657385756,0.035427670573158564,0.11518837929890068,-0.015045924042983345
11665408,-0.5118635478089163,-0.014476410654027265,0.15508976970097935,-0.08099444995747136,-0.012761164981191833,0.21401908552491766,0.010795571372496187
11796480,0.7868029528019783,0.036554413881394396,-0.08795316988892012,-0.057421528523266624,-0.0043301321616792295,-0.008476698304027516,0.018461104438733812
11927552,0.18653868855324332,0.028312714638646253,0.04782540365539896,-0.03491395175751027,0.007357983619563198,0.011675638486602264,-0.6833756192890358
12058624,-0.2910616876363888,0.025901478475546583,-0.13390542134992323,-0.04640563127276791,-0.2920536399504782,0.06002964715330899,-0.1506424941615863
12189696,-0.5699182676245206,0.012631901983860872,0.06423612666549561,-0.08387917388553431,0.07462034111388761,0.19471418872670102,
12320768,-0.22859161224811336,0.15037775457467492,-0.02038349854666122,0.3001785196548799,0.024912403466432965,0.058803385502670585,-0.21675282600656706
12451840,0.47337567426657295,0.21580912941084887,0.040579354192743,0.03938111484648912,0.12835718148333117,-0.07727010049174896,0.02522744530826593
12582912,0.02845786482462641,-0.04402734752513966,0.3502254247045084,0.0012354439630598128,0.14841079669693602,0.4250363862857715,-0.002606735999958145
12713984,-0.7512326459249924,0.03935692504551318,0.042713479956775366,0.048112073137721076,0.03371690615719293,0.07874960690046744,-0.006118362877337595
12845056,-0.27570926266811413,0.0434772832506654,0.22640391802188983,-0.08465527301340704,0.02622374796425647,0.33535949282992417,-0.008171022251742939
12976128,0.6743688289078944,0.04775383402371038,-0.0908780026829358,0.04791032811175045,0.002087092788301215,-0.1038762252798949,0.033125688205512836
13107200,0.49201389679767604,0.10195715556788765,0.10008128808128026,0.08913834784243338,0.07803920507632812,0.04293850589989907,-0.09583160073449545
13238272,-0.49859666444854966,0.005490349822691876,-0.034397850860866774,0.06257995330935608,-0.03798438490753477,-0.047039138357324976,-0.3139116582936759
13369344,-0.5922033871471448,0.004261815703668467,-0.08020747833982585,0.024237294629224474,-0.13744043699229871,0.12002400826380628,-0.04162557892403137
13500416,-0.26696316030191214,0.15214452587002053,0.10036084671687748,0.15116895055296284,0.08361162734384896,0.019589229971777696,-0.22616165924260034
13631488,0.2634083467594001,-0.02190356696529719,-0.011858718183060139,-0.10644433598759794,-0.05184710782358979,-0.21553188680853314,-0.3290060374725217
13762560,-0.15662457031503638,0.18108786330473178,0.05054708738534974,-0.17402524239991654,-0.06439025728237169,0.05872144672259916,-0.3146035325899947
13893632,0.4934269773404653,-0.06669949983724298,0.17662446774344723,-0.035834395780286174,0.06937220422070296,0.1549181563250002,0.0031242987528551426
14024704,-0.33635227738040957,-0.0135961490876137,0.1097462048489295,-0.13154752309346884,-0.05215799223678609,0.3565998533527923,
14155776,-0.27196197192811344,-0.09930493016768631,0.39986055653758285,-0.07775321151395675,-0.04904796778324514,0.10207136206941551,
14286848,-0.4741302870122114,0.23991342484520298,-0.08904411873685245,0.09036244713552799,-0.05779120236109473,-0.024316751977792945,0.02444176793131751
14417920,0.4886110095879328,-0.048324369915411045,0.16926799750786312,0.00227208897848034,-0.08602237696140515,0.03741249443721724,-0.1680896626116903
14548992,0.5178077573588511,-0.03503477393840307,-0.05697052256105336,-0.04127526855106819,0.013480767013593213,-0.01228308612418403,-0.323147824452847
14680064,0.268691071273972,0.10496336467685416,-0.05447395600881189,-0.05030845563593104,-0.04544603185468144,-0.12969216655993013,-0.3464249539898193
14811136,-0.17983589589484603,0.09995975732942426,0.070347956733714,0.28615312416108435,0.12774504022012395,0.21865501878397206,0.01730320687683532
14942208,-0.35746427214349685,0.10860513096772598,0.009576657109498963,0.19337786671301138,0.07396769707802997,0.14698298889093944,0.11002538709729738
15073280,0.7791768551252556,-0.08726190064890249,0.004885091261562177,-0.08309978461527089,-0.005904880311347769,0.030405186743649885,0.009266301294011164
15204352,0.38747708690486776,-0.15373400439205653,-0.07887777002961084,-0.1695332496766211,-0.028353153176333933,-0.18050593435634266,-0.0015188014641671446
15335424,0.3595182126890428,-0.0633020120146804,0.21022393739975942,-0.17498378475358584,-0.03558094237489779,0.15639111076803372,
15466496,0.060671254947743426,0.2554573525938545,-0.18969589460560224,0.3507326042349531,0.10446076842963681,0.03898212518820994,
15597568,-0.5972311720152675,-0.12530614639233648,0.057558688311562085,-0.05122554088665556,-0.0026878468746796085,0.038629437857098145,-0.12736116766240063
15728640,0.6188451665781854,-0.14858303473770232,0.03483848845294028,-0.04006267127114492,-0.03594073418648153,-0.006719493015779561,-0.11501041175776593
15859712,0.6624912740506691,-0.1053307560463756,0.06084292698327178,-0.06387404914989735,-0.002096614170471117,0.017667039005952304,-0.0876973405933627
15990784,0.19692266976460204,0.2197906415227683,-0.0974518206414013,0.1750863503504879,0.039792220093764236,-0.001269268413711696,-0.26968702921326454
16121856,-0.04331444566184264,0.15012813013079618,0.11292235631948362,0.3749885689281372,0.08875928720697547,0.2298872117527649,
16252928,-0.38493752923424407,0.07331336775829352,0.04201066861470081,0.17185035492210227,0.12471541697911225,0.07472408906029492,-0.12844857343125218
16384000,0.6450446426632771,-0.07876444919680854,-0.023544871274609632,-0.094274085286203,0.012154481980751888,-0.14549863654966927,0.0007188330486805286
16515072,0.4640502435828722,-0.11624960725509696,0.0044401321945093004,-0.15443288891943913,-0.015609453244563882,-0.24518794643954886,2.9728363969641455e-05
16646144,-0.42795544732463325,0.08492416691978372,-0.30906109208734667,0.126667399929514,-0.001401657144927344,-0.04605624578835666,-0.003933990805438322
16777216,0.3667334201945527,0.04833507964286236,-0.17230723872258144,0.2029874993546848,0.02085925264136952,0.15747845229467716,0.03129905714927209
16908288,-0.3057947927638968,-0.14275113648995616,0.08289621777852482,-0.20472463602962723,0.09129291130090449,0.17254030563709047,
17039360,0.3179119123941757,-0.3461282656685271,0.12520434663525887,-0.08641404571314529,0.013385185341701607,0.05408180486823466,-0.05687443937895674
17170432,0.7608752304711184,-0.0734233742680808,0.014171384757137707,-0.08370245729701169,-0.013672888781408689,0.01410315423851153,0.040051510186731205
17301504,-0.6786014806085433,0.024835838304110416,-0.029672134596149813,0.05342032713870389,-0.036971843566437415,-0.03990799960977882,0.13659037617627637
17432576,0.01620094444955139,-0.021818661113119146,0.05362674865834687,0.0035810225017650385,-0.043771574843382566,0.10124836244869816,-0.7597526859851368
17563648,0.7612535912471858,-0.029954656152778234,0.02789843218973476,0.023644593968591972,0.07979859125891736,0.07745013518279184,
17694720,0.7573901213243525,-0.04273765365555039,0.007021664583290631,-0.03632136799318828,0.06626574544893093,0.06236800032539285,-0.027895446669294388
17825792,0.6786386804021278,-0.051410954918188735,0.06775266165845618,-0.06079447298919923,0.010827209262277525,-0.13057602076975047,
17956864,-0.524706740471878,0.021524029165695263,-0.287673089534125,0.07522187350261395,0.0048878908585859035,-0.05167766837696258,-0.03430870809013929
18087936,0.19950200525220907,-0.09680555250999374,0.1659121510373944,0.12095689643145355,-0.14208451347883405,0.2747388812901152,
18219008,-0.5736315854381263,0.13138955170372474,-0.14669216916144429,0.08384714882440682,0.05773762413532162,0.006701920736976274,
18350080,-0.6419253484258933,-0.06253451135116785,0.0456422030465238,-0.07997335034939526,-0.09034090492210896,-0.03786526110164287,-0.04171842080326799
18481152,0.4966579646392766,-0.1756937975252964,0.11078187955005941,-0.031541976256628905,-0.02783664401877121,0.05860466846300746,-0.09888306954696001
18612224,-0.405640146474802,-0.13840820449843022,-0.011434746107701803,-0.10371930851702058,-0.1630010195714014,-0.177796574830644,
18743296,-0.6973952774832595,0.10418020020534882,0.032278744774716255,0.05362439608990865,0.031660301037850024,0.08086108040891676,
18874368,-0.5815604028128287,0.09660088851880634,-0.0057669348495624564,0.11471724426556867,0.03787786660599498,0.06013211506145484,-0.10334454788578401
19005440,0.5738789383259816,-0.07402411220135482,-0.025339596787250555,-0.09263391973775736,0.04423098224405317,-0.1512002562838335,0.03869219441976896
19136512,-0.6234820754447256,0.06485231946831937,-0.01919696332635426,0.08296808866419005,0.009574464739738147,0.19992608835667255,
19267584,-0.6813895554066862,0.017137130279976803,-0.2322341576915056,0.010992756404248974,-0.020950076789734907,-0.03729632342784752,
19398656,-0.7310931075332076,0.07858573347604991,-0.09821130952888141,0.06970986446545074,0.0113716155494122,0.011028369446998126,
19529728,-0.07340794152635793,0.13560592150131875,-0.21388164386930364,0.274046177728765,0.1440278840213787,0.15903043135287598,
19660800,-0.5899887606618451,0.01779749133321253,0.016660304053822836,0.17176856116080588,0.05500929781576226,0.06704661529152547,0.08172896968302588
19791872,0.8378371411234682,0.0148896386015619,-0.08951437274530791,0.004817846164057401,-0.0018587462687180557,-0.03810573833944519,-0.012976516757441398
19922944,-0.41380787314472345,-0.18943720396961022,-0.010719706555275415,-0.09104197875283378,-0.12495567175048089,-0.11882745652461828,-0.05121010930245796
20054016,0.7263044889577966,-0.03783345738685504,0.011113306516842014,-0.03154609913458141,-0.0018381837847859885,0.05975875330254764,0.1316057109165913
20185088,-0.7270337190458688,-0.008600087747666777,0.0014357393978025365,-0.06664592512779961,0.04329471167481897,0.019097090936033814,-0.13389272607000954
20316160,0.8254748108601007,-0.03592493822142815,0.0013117516102577158,-0.04289292206668108,0.06203609021947341,0.02974456258254036,0.0026149244395186223
20447232,-0.636654945227549,0.06703285921419351,-0.09037153155413136,0.07339416467840133,-0.0006933900840232555,0.13080496651489137,-0.0010481427268101819
20578304,-0.6419767918605725,-0.0020761270256624644,-0.24485134293511934,0.008155268414634827,0.007937808606895592,-0.09142698061845218,-0.003575680538662986
